LR,Heads,Embeddings,Block Size,Batch Size,Layers,Size,final_loss,total_training_time,Step 0 Loss,Step 100 Loss,Step 200 Loss,Step 300 Loss,Step 400 Loss,Generated Text
0.0002,2,128,64,48,4,"[3072, 86]",2.4189982414245605,21.67410111427307,4.6275,2.7938,2.5996,2.5200,2.4409,"wil maBnl couve nply hin'g Thed stont.\n"" walic. INEjvasqhalan, bu wak Thid ha ce rndndpye fot II tou"
0.0002,2,128,64,48,6,"[3072, 86]",2.3059446811676025,27.67776846885681,4.6783,2.7561,2.5732,2.4799,2.3888,"ackiyot in hans aplyo pofg war, a amp ing thaourile tnd ps s.""\nX thelicul we sthe uve Vy llyerorilea"
0.0002,2,128,128,48,2,"[6144, 86]",2.5182266235351562,16.380260944366455,4.5804,2.8511,2.6754,2.5933,2.5449,"""HAike ""Yah isodin.\n""B""\nACTHEDFoubACE5 ""CHSEGr b\nis ha ms\nsth Gup CEAio Tsowon ra.R ad G!""Yowok, hak"
0.0002,2,128,128,48,4,"[6144, 86]",2.5090625286102295,26.58080554008484,4.7001,2.8058,2.6258,2.5481,2.5041,"(iny hirs, wourt,\nIwheon rmota the n theil s Gr8hafrwen ourpato Sily\nh.\nOothathll\nTaten d s warpond"
0.0002,2,128,128,48,6,"[6144, 86]",2.4688329696655273,36.79704022407532,4.5649,2.7667,2.6015,2.5254,2.4762,"red\ncuan a! UCe popa the tilding."" gentin ce thek, a bod mers gruuone che ssers tilinthe\nthesm, Buit"
0.0002,2,128,32,64,2,"[2048, 86]",2.38352632522583,14.037678480148315,4.5933,2.8770,2.6342,2.4989,2.3876,"ruadd thate non, than th a tos I\nthes arD.\nTER Kp pivist Tan A th.""\nChet.""\nGracurtoknt ar twemad uts"
0.0002,2,128,32,64,4,"[2048, 86]",2.2555947303771973,20.389197826385498,4.6935,2.7781,2.5541,2.4067,2.2836,"om ta treofid. Hoon wile all wand wackipl orat ha:d on, ar theme. It aeoted or bel4ew\nsifef sar wal’"
0.0002,2,128,32,64,6,"[2048, 86]",2.1765594482421875,26.307775020599365,4.5916,2.7309,2.5203,2.3701,2.2425,"staut."" Ta led. Thuw ullans a Tureaclyand the peefoned alt or Anah Grata\ngu."" Tan, ""UWher caiL P3as"
0.0002,2,128,64,64,2,"[4096, 86]",2.45841121673584,14.813596725463867,4.7039,2.9116,2.6646,2.5635,2.4936,"E•\nanorhi tyored ced he avedd iednefim bo t shead fatin cupalinov, a\nbande sofosthasarco re, wrot io"
0.0002,2,128,64,64,4,"[4096, 86]",2.362293243408203,22.15479588508606,4.5832,2.7826,2.5866,2.4900,2.4064,RKY souo4 fyitt sthim in heldem ab. ditharnd theinsttChe 5\nGrome ced aloro d. tuealist t lhthe ish m
0.0002,2,128,64,64,6,"[4096, 86]",2.263425588607788,30.504265308380127,4.5654,2.7338,2.5522,2.4544,2.3452,"plG9uttte she Pfor matemad.\nAie we Ond macand hiy Cheskiney Grata m suwsheas, yoke thte,\nTht toure a"
0.0002,2,128,128,64,2,"[8192, 86]",2.5395843982696533,20.418985843658447,4.6516,2.8607,2.6648,2.5843,2.5329,HA4I oECH˜yoramape wit\nttalundaly t ald idie ta allls. APJtak ciat ta Py h un\nbet frtht me ye\nAre br
0.0002,2,128,128,64,4,"[8192, 86]",2.469738006591797,32.85649013519287,4.6212,2.7759,2.6076,2.5334,2.4845,"tha, Gravelfed me is matissn he e werimanomorie d\na n taml onsthe therouound\nh y ce pomen\nan tls4 tt"
0.0002,2,128,128,64,6,"[8192, 86]",2.4396743774414062,42.970757246017456,4.5275,2.7536,2.5856,2.5071,2.4529,"ghithe tube wes thercr live s her saton, he sefeMwinede malit. Hiteotang nesiy t gred S\nf fthed mara"
0.0002,3,192,32,32,2,"[1024, 86]",2.2612154483795166,13.24115538597107,4.6547,2.7274,2.5469,2.4026,2.2827,"ple dol inked Oil\nungagn, momergh wallt dars, no câkeabged'n urat ra wes.""\ntent helf\nArrfoull hIf at"
0.0002,3,192,32,32,4,"[1024, 86]",2.1021065711975098,22.13107204437256,4.6188,2.6755,2.4933,2.3459,2.2265,"wof the grathenis~ad, sik lil thim to leser the beerraf\nprrimin han kaiet hes. Gratta fatta gatle.\nB"
0.0002,3,192,32,32,6,"[1024, 86]",2.2003469467163086,31.40096139907837,4.5691,2.6504,2.4715,2.3112,2.1931,"us cout omengres ofir stef sicell the meend apt To tians wa""'. We, Iurs It of\nS the\nmegead loaty\nWe"
0.0002,3,192,64,32,2,"[2048, 86]",2.357591152191162,14.140239953994751,4.5762,2.7246,2.5717,2.4816,2.3985,"Ti""""\nGreatti. tasp Tarrour bah uwE herrug thert ht t sheade athe ato umo monrs athaseenod mimn T,\nPa"
0.0002,3,192,64,32,4,"[2048, 86]",2.264230728149414,23.47923231124878,4.5968,2.6727,2.5294,2.4383,2.3432,"TTEKArent twaloot th7 ake tuo bbiemte stiok.\nAr If conither moutFe ad mphet teookes n.""Wede mof se h"
0.0002,3,192,64,32,6,"[2048, 86]",2.2294087409973145,30.85624074935913,4.6386,2.6410,2.4996,2.4007,2.2963,the fa wind. Mna mar as Natt Tis this fuette rruls id. Oice pheay\nte sa rtomandird the)ham. be Grame
0.0002,3,192,128,32,2,"[4096, 86]",2.442357301712036,16.988447904586792,4.7012,2.7319,2.5810,2.5223,2.4817,ANas hand drat t youpthe n lyon arers satlinofathicoonauss yn he t n f htous out f\nf taren. ahind\nC\n
0.0002,3,192,128,32,4,"[4096, 86]",2.4287467002868652,29.429754972457886,4.6069,2.6721,2.5464,2.4845,2.4379,"abrint then phorard overon to thangidnd tonca\nthe the, Nado wowwio ted yokisand th t, yallle k whers"
0.0002,3,192,128,32,6,"[4096, 86]",2.4122397899627686,40.6287100315094,4.6554,2.6521,2.5313,2.4669,2.4134,"lt ing trostht wie towhe.\nM€o He\n""I ""ER IIsred, pra t incKAPThers CEKi\ncr de t, mullor aeoowald thit"
0.0002,3,192,32,48,2,"[1536, 86]",2.2263052463531494,14.889894008636475,4.6316,2.7345,2.5257,2.3604,2.2510,"Grenjtta?""Q his. Grameswastt\nq2\narainftor ow.""go the wele mowst bmarsne. Grat ttthe the\nmiezeve Grat"
0.0002,3,192,32,48,4,"[1536, 86]",2.129234790802002,23.015214920043945,4.5775,2.6480,2.4689,2.2973,2.1726,"pum, won harmasars as\ncs?Yougs Anher bed bates\noror Matin a\ncorpud cans and lownand cuttind wars eer"
0.0002,3,192,32,48,6,"[1536, 86]",2.136268138885498,32.08172869682312,4.6666,2.6273,2.4294,2.2637,2.1396,"athe wal tatte'ty wap cros ans, wit;a"" Cs Arplen A anded.\n""HAPy was of worche to Thim fe\nhaly silk."""
0.0002,3,192,64,48,2,"[3072, 86]",2.3160765171051025,15.367100954055786,4.6554,2.7220,2.5519,2.4571,2.3551,"Ancamansiy\nCHig retknd he sperrathe\noung ff then fullll tous, anla oo we torrwa on yomnarghed onotep"
0.0002,3,192,64,48,4,"[3072, 86]",2.2252016067504883,25.446330070495605,4.6659,2.6729,2.5094,2.4008,2.2648,"REANTEACEER OFSKAG\nl9 HAT– IHS Y2HE\n""CE1B WUSESAT\nAY\n"" J–\n""WlE UD Thayarrrea t Too baroay yend rinu"
0.0002,3,192,64,48,6,"[3072, 86]",2.130175828933716,36.0984947681427,4.6359,2.6316,2.4892,2.3705,2.2276,"tume anddd thing wis tenes in, mall ul\nand ing\nti6\nLD2\nCHE Yine to colaR H My tht comexf wat ck as e"
0.0002,3,192,128,48,2,"[6144, 86]",2.4526572227478027,22.09000253677368,4.6501,2.7089,2.5706,2.5099,2.4738,"Sleund the thandenhee. Vong we thrithin, orhenceft poumu as ha f thist..""Thio t wakens\ntin "" ht\ns I"
0.0002,3,192,128,48,4,"[6144, 86]",2.3612940311431885,36.70812630653381,4.6049,2.6551,2.5319,2.4696,2.4088,"to ncy Ta but aroust thingh tor haf chae foul klcie l Sas\nPahisowit, bowa th Th tod lag ilyonowhere"
0.0002,3,192,128,48,6,"[6144, 86]",2.34387469291687,53.1158242225647,4.6126,2.6428,2.5166,2.4522,2.3883,"NAChck torour, cup red agarcinto snou. tugin los bee sist iaba 75\nChin PTadere ba andenm tis nor t f"
0.0002,3,192,32,64,2,"[2048, 86]",2.16976261138916,17.299140453338623,4.6321,2.7089,2.5164,2.3510,2.2321,"sapowerth the,, Clled\nved alliand ver ot ine Thaskoreiten. ""Nanat. Whased he spehe ""Y\nceve worsant l"
0.0002,3,192,32,64,4,"[2048, 86]",2.0237860679626465,25.997443437576294,4.5424,2.6383,2.4295,2.2497,2.1142,"what met\nron antown, ssponed GriAva waidraying\nand win the bad Coin telly mang. Mthit smelyor!"" quin"
0.0002,3,192,32,64,6,"[2048, 86]",2.0504424571990967,35.08621859550476,4.6271,2.6158,2.3837,2.2119,2.0786,"Grattunked nastaked Gonchcen dees wit had?"" Ve be. Gratturantth sneythe thenter tiobes the\ncat Plead"
0.0002,3,192,64,64,2,"[4096, 86]",2.2599220275878906,19.43003225326538,4.6121,2.7080,2.5495,2.4457,2.3335,"ita f'llo, added\ndow y“gugheremithe maid dognchion te en\nur tred ""Yo ffan, lieaven wtt th weritha bo"
0.0002,3,192,64,64,4,"[4096, 86]",2.1669211387634277,30.811264276504517,4.6753,2.6655,2.5012,2.3777,2.2323,"onieam the him, thepnigves anet and tne murs unt netor hr the chire,\nChaqueast wy aicas hasis torest"
0.0002,3,192,64,64,6,"[4096, 86]",2.102407693862915,43.51739454269409,4.7090,2.6158,2.4596,2.3246,2.1859,"cood the yiu\nmus ared cut, ""I meaKrean the oftervowgid beke fo’ wash. The tus and wne\nardat?""\n""Di mB"
0.0002,3,192,128,64,2,"[8192, 86]",2.4014639854431152,28.051034212112427,4.5668,2.7128,2.5688,2.5045,2.4583,"necorand theeas emacous sos."" th. o Oovere su HAnt tonenen tho wainas himed sof a d sththeur, a SGr"
0.0002,3,192,128,64,4,"[8192, 86]",2.375882625579834,45.58621954917908,4.6887,2.6571,2.5288,2.4644,2.4018,"Pyre any hamad the was epie hongtuster he d g. ""Wr! cescoublar cedgustr cu\nveads t aid hel as theati"
0.0002,3,192,128,64,6,"[8192, 86]",2.2822296619415283,63.164311170578,4.6123,2.6352,2.5140,2.4386,2.3513,"and and,"" oiz, hay.L Gratgha\nGrtata auo fuld have lanehe tho\nbe alstth. end o sthieselyond thy us hu"
0.0002,4,256,32,32,2,"[1024, 86]",2.0671472549438477,15.632062196731567,4.5709,2.6655,2.4768,2.3053,2.1973,"jokll had fo gur\nche, aout. Mas frothad pat at elomokich's ta jondd lot cott ancer.\nAstock wrad ta h"
0.0002,4,256,32,32,4,"[1024, 86]",2.1842079162597656,25.41032075881958,4.6968,2.6105,2.4246,2.2506,2.1233,"a muryout ou wareard bow Quss iler, ath na.""\n""2\n""Youly wat, a to loorkicte arive hers alL\nnot mat?""Y"
0.0002,4,256,32,32,6,"[1024, 86]",2.0829763412475586,36.15082597732544,4.6012,2.5720,2.3970,2.2173,2.0880,"vereme layseed sien ing migh. On waturpe thalled\nAnad wagh agrand a lut moniss ofty has ive mef, Mci"
0.0002,4,256,64,32,2,"[2048, 86]",2.206923723220825,15.700831174850464,4.5745,2.6481,2.5127,2.4052,2.2800,"and they tAimarewaedins call I5\nwagny cozed bpougantt hard, oncked yame his widdd thake arest\nHinged"
0.0002,4,256,64,32,4,"[2048, 86]",2.128082275390625,27.371557235717773,4.5764,2.6022,2.4714,2.3554,2.2270,"loun fir of and's shis\nsped the mereurle tubs mesternet fued re©. Krla,\ntait out ther to lat, siblor"
0.0002,4,256,64,32,6,"[2048, 86]",2.1717123985290527,39.10996985435486,4.5700,2.5788,2.4489,2.3317,2.1812,he be mureer to ca filo thareasame an'tere mies.\nGrattay nomed. Not w uoul Grttad sland orrd lat ssk
0.0002,4,256,128,32,2,"[4096, 86]",2.484502077102661,20.87145709991455,4.6228,2.6478,2.5344,2.4845,2.4319,"pat foed. Npardond the tres, prin lrrenictom..""I lir. Founa cked woplas wlithicokemsked Goup. Gno Py"
0.0002,4,256,128,32,4,"[4096, 86]",2.304389476776123,37.0651741027832,4.5999,2.6046,2.5034,2.4376,2.3678,"husn."" Bes sat wanw teave brs\ntuto of bio fighuch r wigxcon ers apkecces chit and, whabe eut\nwis.\nDo"
0.0002,4,256,128,32,6,"[4096, 86]",2.2573578357696533,51.954002380371094,4.5609,2.5760,2.4888,2.4230,2.3273,"wheieros in. Thah aierrey had parod thid stul.""RUS Gonttat thas wo\ncteicheon aknd ceronfthedbem thin"
0.0002,4,256,32,48,2,"[1536, 86]",2.117701292037964,18.068755865097046,4.6476,2.6379,2.4424,2.2673,2.1466,"th's sin.""\n""ONHA waPden, 5HAPut name warimple. ""NTuod ing spe, you his dow a( the Pitre wat blah\nCri"
0.0002,4,256,32,48,4,"[1536, 86]",2.1088707447052,27.685444116592407,4.6534,2.5776,2.3695,2.1958,2.0631,"mall the sto wie and hourd, pusn they we iove. Anallke Thawka his hith\nthe oned walu.""\nB't wim the t"
0.0002,4,256,32,48,6,"[1536, 86]",2.0615789890289307,39.82145571708679,4.6503,2.5669,2.3592,2.1550,1.9898,"his y.. ""Areppesis the tonw all whe culd bareshiy.\n""1ef Arphan you pesss greop, me tru. Tuon he\ncong"
0.0002,4,256,64,48,2,"[3072, 86]",2.164433717727661,19.762694120407104,4.5902,2.6307,2.4899,2.3600,2.2207,Anavefta th jof wicind benter – we\namothe weratis forege! The Gremulatightheake thed.\nHere he draxph
0.0002,4,256,64,48,4,"[3072, 86]",2.0886950492858887,32.33966851234436,4.6384,2.5802,2.4483,2.3162,2.1500,"crp"" eakaily. ""Me sty ulsuin wa Anaddir\ngat buldeds t\nan to withe dond ungon incem be. He sellg up."
0.0002,4,256,64,48,6,"[3072, 86]",1.9975987672805786,45.83445930480957,4.5736,2.5711,2.4206,2.2678,2.0970,"wampt qusentigh't. Thery He migh nopll gated\nof urren lopeangentir asSfer, toollik hil his wilve\nwar"
0.0002,4,256,128,48,2,"[6144, 86]",2.337838649749756,26.0035560131073,4.5785,2.6492,2.5282,2.4648,2.4031,"gauss wahtield hap ple cull nead\n""It his deyout pamgaamedghever skasthigry. Prtt t sindes\n-h t satid"
0.0002,4,256,128,48,4,"[6144, 86]",2.255021095275879,45.25547385215759,4.5934,2.5954,2.4873,2.4151,2.3359,"it. ino the thim anddegass Pyou foutw h. Os Sstoren, yerou\ntie arnt wat the at whepay to. Gratta\nmed"
0.0002,4,256,128,48,6,"[6144, 86]",2.1961543560028076,64.58385992050171,4.6575,2.5756,2.4724,2.3898,2.2754,"Slis dee gat was.\n2. DWe dow solf, thi He wa wen cull hemit tor\nof the tungot torells ’non wamaindgh"
0.0002,4,256,32,64,2,"[2048, 86]",2.1200900077819824,17.846455335617065,4.5975,2.6218,2.4048,2.2265,2.1061,"wator sordeded towe\nramofned.""\nbut!E Mc4 Gratta\nPHAMcked.""\nCHATEA NS\nAny.\n""Nid the sbistacXncoked an"
0.0002,4,256,32,64,4,"[2048, 86]",2.002290725708008,27.981130599975586,4.5525,2.5663,2.3155,2.1275,1.9898,"As had mois a fuphed of thims doung. Hetuon. Mon un he\ncomme!"" Anay ad peidd, rould spoonded. I had"
0.0002,4,256,32,64,6,"[2048, 86]",1.9439165592193604,39.121400594711304,4.6244,2.5347,2.3047,2.1031,1.9460,"warlild cant the himp."" Takaes ubs reecreib speem fomp\nthe you noity beack an! Arephay of I the\nwill"
0.0002,4,256,64,64,2,"[4096, 86]",2.1565134525299072,23.10185694694519,4.6187,2.6375,2.4766,2.3330,2.1932,"uc Tand Grackin thing hemee ontead ding tho his of histe, ad nowstine had – Arag\nCH\nleneakat th rale"
0.0002,4,256,64,64,4,"[4096, 86]",2.0204010009765625,37.18276071548462,4.5946,2.5862,2.4314,2.2664,2.0950,Arpad batderad\ncKillar ing al theve upplmag they knos eat inn\ndoned yrhin anas Gratta\nla the his car
0.0002,4,256,64,64,6,"[4096, 86]",1.986741542816162,52.404813289642334,4.5994,2.5599,2.3982,2.2171,2.0368,"coutien areatin amayse he man, he to nidSo com s haw\n3\nCHS\nScris weftell ceave."" Gontta to asBo Grat"
0.0002,4,256,128,64,2,"[8192, 86]",2.3455777168273926,33.932499170303345,4.6424,2.6340,2.5187,2.4541,2.3824,"foul llin\nGraly wharan Xereyou feustisk\nGrang\nt.\n""Eanc wahin me Y\nbok som ato tatre Dodratokind Oith"
0.0002,4,256,128,64,4,"[8192, 86]",2.1878316402435303,59.9880096912384,4.6687,2.5944,2.4837,2.3982,2.2753,"sprop ly arsto milon the tu\nno culd disean, t Coman xbrm ata?""Cleried Acef\nWherpad ahied Anond ve ca"
0.0002,4,256,128,64,6,"[8192, 86]",2.132917642593384,87.69113874435425,4.6322,2.5678,2.4584,2.3675,2.2257,"wolf re dilled wight. I wive a theid to le the ma\nDatintwere, was, nir cubst owlh we s!""\nTualeding b"
0.0002,6,384,32,32,2,"[1024, 86]",1.992919921875,22.661981344223022,4.6793,2.5709,2.3463,2.1852,2.0803,"We the sprmellgation, nelll ans werancicelp sTis ""EA ploeur saed the srould pect raf. Graatta penodd"
0.0002,6,384,32,32,4,"[1024, 86]",2.0079896450042725,37.256282567977905,4.6542,2.5344,2.3072,2.1098,1.9771,"whed thros? Trom all eawfith'""\nGratta a hen yene feroall cugho't. Ked you weood as ot the be affrey"
0.0002,6,384,32,32,6,"[1024, 86]",1.8816635608673096,53.14904189109802,4.5860,2.5084,2.2951,2.0851,1.9505,"the cubs fort afteg; El. ""I Then mone\nto am mithe quing gast."" Gorttedned peht arnteroped this take"
0.0002,6,384,64,32,2,"[2048, 86]",2.073815107345581,23.25786304473877,4.6413,2.5745,2.4325,2.2759,2.1239,"he kaddep. Pcreare, is Nomolf sen Mecef an't aired to turn to his\nto younave we thacuopls and lin fu"
0.0002,6,384,64,32,4,"[2048, 86]",1.9860776662826538,41.626678228378296,4.6034,2.5290,2.3849,2.2093,2.0314,"Ber this with manich eamesw. The adut torrejur."" ked the le moun hem tornd thour\njundgickly and at a"
0.0002,6,384,64,32,6,"[2048, 86]",1.9566709995269775,60.152888774871826,4.6564,2.5177,2.3727,2.1907,2.0016,"vey hights fer ound sivil wack and ambet ightes our. ""Whoult with\nwas reingeredt on was sais gre, yo"
0.0002,6,384,128,32,2,"[4096, 86]",2.2617745399475098,31.29317307472229,4.6512,2.5775,2.4863,2.4161,2.3371,"EE SITCHE MY\nSE1\nBV TEAN\n""HANE4\n""CN\nZEKdenen HE– I\n""Y\nanener bomor cel ber amin stell er, toot thand"
0.0002,6,384,128,32,4,"[4096, 86]",2.1223626136779785,57.80435132980347,4.7020,2.5435,2.4449,2.3454,2.1808,"has but chupt aly hilenet, you condrickah ins in trreneCoing ain.\nGratt walp cowhist wotllits Yegh w"
0.0002,6,384,128,32,6,"[4096, 86]",2.0184645652770996,84.70751953125,4.6766,2.5281,2.4458,2.3411,2.1464,"un smely notaurer hor had of trat warto tuok to.\nGrattia werled thiss te a may, ""Ysaceugh al?""\nAraya"
0.0002,6,384,32,48,2,"[1536, 86]",1.8949508666992188,22.604297399520874,4.6385,2.5370,2.2717,2.0873,1.9939,"athe waraly seall\noves and the fromaefor and saow. Wher maitre the oing fur leach. ""IfI for cout bro"
0.0002,6,384,32,48,4,"[1536, 86]",1.8649988174438477,40.613176584243774,4.5869,2.4967,2.2388,2.0501,1.9050,"smight 1 of the praply had two hell wos, then! Ze Kried mance was\ntake was thim we sto rever have Ma"
0.0002,6,384,32,48,6,"[1536, 86]",1.8328012228012085,55.46620845794678,4.6278,2.4674,2.1999,1.9984,1.8685,"2 A Eaps, be cuntimmes they to den, ce\nand – fittim ta will thinithforce cownl abut 47\nSEAY\nse toons"
0.0002,6,384,64,48,2,"[3072, 86]",1.9690375328063965,27.70234751701355,4.5995,2.5669,2.3990,2.2015,2.0430,wi nod. He hen. Namel Loous af a sailed the had\nscl notess if det an attew Thiur aventa of tirs the
0.0002,6,384,64,48,4,"[3072, 86]",1.8485280275344849,48.71465516090393,4.6165,2.5250,2.3639,2.1508,1.9677,"Tilasighe wo this Gratta dn to pached had.\nAnd lay ot tuood cat the lad to thi© He cave\nant, ""You th"
0.0002,6,384,64,48,6,"[3072, 86]",1.8370641469955444,69.39358425140381,4.5919,2.4926,2.3211,2.0854,1.8924,"lal taka, a ase him the firdess to squigh Lumient whos ar.""\nNief wen Prearnapped and and low\nsidge o"
0.0002,6,384,128,48,2,"[6144, 86]",2.153202772140503,44.82615303993225,4.6613,2.5673,2.4600,2.3699,2.2439,"AVE o goes,""\nthas tube lied ily tirpoon tererco bict, then!""\nDou?""\n""Yop I are the sheroow chir t the"
0.0002,6,384,128,48,4,"[6144, 86]",1.995035171508789,81.44131445884705,4.5816,2.5343,2.4244,2.2956,2.1029,omet or andeponed a had walll. Tha wisthee\nand tard and smaterood bent. Inilden dit Cint Gratta\nby y
0.0002,6,384,128,48,6,"[6144, 86]",1.9942296743392944,129.6975793838501,4.5123,2.5113,2.4113,2.2559,2.0296,"areated, sin thestienght the tathe oss cwued tine\nto smenioaly feur aman lo asterme norse esas larer"
0.0002,6,384,32,64,2,"[2048, 86]",1.9925835132598877,23.562041997909546,4.6570,2.5154,2.2309,2.0568,1.9446,"sturn or prastin, belen!"" wo have\nKack cuttenthe\nloom artiontion. 1ng to ust th shad gno fow urh cay"
0.0002,6,384,32,64,4,"[2048, 86]",1.822185754776001,41.25218439102173,4.6092,2.4656,2.1911,1.9801,1.8506,"uparchanurred as relt That We quamer for wits, borief bits saled an vale's wilmeroor his as fould an"
0.0002,6,384,32,64,6,"[2048, 86]",1.7533038854599,58.24969983100891,4.6304,2.4501,2.1603,1.9559,1.8129,xeard\nto ground thumblight. I meake warge\nthat dany me and han art\nand saw aw to the sarrougin older
0.0002,6,384,64,64,2,"[4096, 86]",1.970877766609192,36.18640947341919,4.5856,2.5438,2.3599,2.1498,1.9893,"Sepreceht thauF wath tred wely\ncel\nmur. ""Ya ining, hand smeraud soll. The\nwhe be uone hist thave agu"
0.0002,6,384,64,64,4,"[4096, 86]",1.8395196199417114,66.15960669517517,4.6543,2.5044,2.3189,2.0680,1.8826,"sheany the goads, and sesome sment for prespousseclespowar neg as homin\nle ma( Taelast me ous him. A"
0.0002,6,384,64,64,6,"[4096, 86]",1.8248510360717773,84.86993074417114,4.6014,2.4895,2.2835,2.0363,1.8571,"Prriag th Burr be as conss soanced?""\nGratta looked, you were and smollaght, the Grim al stuation. ""T"
0.0002,6,384,128,64,2,"[8192, 86]",2.145663022994995,56.107993602752686,4.6030,2.5617,2.4550,2.3535,2.2174,uws\nfole sto hemplueugh\nteriene. Gradey the enot um chot hermon tumit hana hacell gautes\nfores lomng
0.0002,6,384,128,64,4,"[8192, 86]",2.0072696208953857,91.36453795433044,4.6218,2.5257,2.4176,2.2800,2.0807,"hy hor is to face.""\nGratta of the daindednge. And the clly ke mistt of yeand\nveros ther cacke inard"
0.0002,6,384,128,64,6,"[8192, 86]",1.9029401540756226,128.2047312259674,4.5401,2.5099,2.3972,2.2028,1.9667,mees cot hist the gat tur ourn his ind prat the was of\na sty the a he lokeme a yrer ou upperwly'ther
0.0002,8,512,32,32,2,"[1024, 86]",2.076608896255493,23.9628586769104,4.6815,2.5018,2.2444,2.0884,1.9650,"Gratta.ta stulfored a stoved, saved\nto th patiolivey, soon nod jus saced tur your yon under to istre"
0.0002,8,512,32,32,4,"[1024, 86]",1.852522850036621,43.565372943878174,4.6984,2.4723,2.2006,2.0074,1.8865,to ation. Hell for he rihtide( to pathen0we reacere naded reavey but a\ngoad tent hus twas. Grotta ba
0.0002,8,512,32,32,6,"[1024, 86]",1.9123014211654663,62.74449014663696,4.6062,2.4595,2.2019,1.9997,1.8740,"orts the the farrier roddsjed best countlin. ""De, ve and as nows lat fround ware nord lops camply si"
0.0002,8,512,64,32,2,"[2048, 86]",1.9225364923477173,28.399495363235474,4.7025,2.5318,2.3656,2.1643,2.0053,"BKA,""The and dea was kn tonerd cunce oners vether are selly dow\nsnacked\nreaganners theen. Aany\nfel o"
0.0002,8,512,64,32,4,"[2048, 86]",1.8334330320358276,52.25041604042053,4.7024,2.5014,2.3136,2.0846,1.9086,"Anay geation's of of now. Gra comfold themarey is ounst\nroos comon, and nowop ine Deis. Ihade oure f"
0.0002,8,512,64,32,6,"[2048, 86]",1.7687804698944092,76.78317451477051,4.6389,2.4939,2.3077,2.0648,1.8829,"hed hat heire ks id bentsled dowly as and The bradets toziarron)\nThat Ep tom is iniy the men, Gentta"
0.0002,8,512,128,32,2,"[4096, 86]",2.16548228263855,43.18862843513489,4.6184,2.5368,2.4435,2.3579,2.2219,cEANI MYMY\ncou tene the tho you IV thean cuweagr. Gety Ktherab stellio\nonced the cly. Zesios airath
0.0002,8,512,128,32,4,"[4096, 86]",1.9587446451187134,81.60809755325317,4.5931,2.5082,2.4084,2.2626,2.0260,"paizs. Scorid. Gratta\natt nod atin thay you to calligh oveate as inubleet croveromes.\n""Thae lataked"
0.0002,8,512,128,32,6,"[4096, 86]",1.9079686403274536,119.24714040756226,4.5697,2.4988,2.4100,2.2182,1.9860,"to the coom.\n""Ner of mand enrad, to foold A yah we\nwell cumby licle. He fut lens omem. Pyrahie nood\n"
0.0002,8,512,32,48,2,"[1536, 86]",1.869117259979248,26.511805772781372,4.6931,2.4858,2.2159,2.0335,1.9114,"then PeraCchand withil the way if Elyows losk,\ndem. I wave humans Everich Hure als here oxced the\npa"
0.0002,8,512,32,48,4,"[1536, 86]",1.8262853622436523,57.30247616767883,4.6757,2.4362,2.1424,1.9511,1.8243,"phy Elsses mi72 Vasely. Tuon wfore the wall gard barraws exeps. The waskeor\nroucgold! ""Comperowith Y"
0.0002,8,512,32,48,6,"[1536, 86]",1.6483254432678223,69.25405287742615,4.6966,2.4234,2.1335,1.9291,1.7819,"in this he gor just pack en fescorst and\nsunjouly gite\nto hal befroun and the sid: Ron him,\ntonneysh"
0.0002,8,512,64,48,2,"[3072, 86]",1.9209376573562622,35.40552806854248,4.6056,2.5078,2.3148,2.0847,1.9269,"my for mikes onca We well qua!""\ndige qued diriare alms. Golfor the werethe\ndailecound, ""Sh's wine tu"
0.0002,8,512,64,48,4,"[3072, 86]",1.779396891593933,65.25490093231201,4.6495,2.4805,2.2517,1.9999,1.8362,"cub)\ndoug fundim enjor stirs, melut he amment\nvells!""\nsing lightedgen. What wals your nelyit his the"
0.0002,8,512,64,48,6,"[3072, 86]",1.6945247650146484,95.1960666179657,4.6272,2.4578,2.2463,1.9572,1.7883,watvers tooch thre un twe dudrood bot by OF Gon PirFa\nto Lasmer to up Gor be turned hat had caman hi
0.0002,8,512,128,48,2,"[6144, 86]",2.0048110485076904,57.57132697105408,4.6061,2.5256,2.4194,2.2907,2.0913,haneroigh tatlan a deen preatte\ncoughas. Blyonin hey an rea cll wall. He\nArphand sackarg ats wn will
0.0002,8,512,128,48,4,"[6144, 86]",1.8825751543045044,107.07559585571289,4.6560,2.4984,2.3911,2.2006,1.9821,"A w; chayaver wh, magorwntied and the at\navoolle. Thars in ay boardion thim for ent wall an your.\n""D"
0.0002,8,512,128,48,6,"[6144, 86]",1.8381675481796265,149.42578721046448,4.5677,2.4955,2.3623,2.0982,1.8679,wis cabe muon rights iplecty.\nGratta ganed wered tlooke they the Perear.\nChied him dold mieuest thes
0.0002,8,512,32,64,2,"[2048, 86]",1.8779592514038086,30.17224359512329,4.6838,2.4631,2.1435,1.9782,1.8542,untes neer why are wild wvong o a coured diblano that thed sound gYes wis thele ent. Goraty saind wi
0.0002,8,512,32,64,4,"[2048, 86]",1.711153268814087,53.39060163497925,4.5305,2.4138,2.0866,1.8892,1.7550,"dow – Tham and enter, etungels and he brosid, this at\nthe puremplies be he horeards. I hism Gone\nhis"
